Data size,Min,Max,Mean,Std. deviation,Time elapsed
1000000,7.722767912099471e-05,10.314792496848781,3.1624723208448873,2.0768821336226337,1613.6019673347473
100000,1.562457573811571e-05,7.477925158870875,1.4914705707896017,1.1399688363930076,313.87817192077637
10000,0.002487261975648636,11.888485300169123,4.820541203697047,2.397521241056577,66.61855912208557
1000,0.40089517066211755,14.150580332747964,6.876184199875043,2.932928013219382,9.107656955718994
