Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
16nn,100000,rosenbrock_func,0.0,5.0,0.0006322703106122035,370.4648089154621,21.789295778217987,27.874581243459527,3.3069517612457275
16nn,1000000,rosenbrock_func,0.0,5.0,4.141393711502867e-05,229.2155193103521,10.299456663822316,13.65794584281679,35.590391397476196
16nn,10000000,rosenbrock_func,0.0,5.0,7.26548822374473e-07,134.43827723088677,5.0768934405007045,6.665800477481781,350.0473144054413
16nn,1000,sphere_func,0,0,0.0012280415451478208,0.33170596004692904,0.05391574225223954,0.0525930062798182,0.06641054153442383
16nn,10000,sphere_func,0,0,8.994906654095133e-06,0.18390411871367188,0.023527996727876536,0.023655963909469693,0.1919999122619629
16nn,100000,sphere_func,0,0,7.288831299150599e-07,0.1325328201843477,0.010850055802444532,0.010906397145481441,1.7121975421905518
16nn,1000000,sphere_func,0,0,1.8828570616562712e-08,0.07595482948960484,0.005241045780656061,0.005087406008795588,21.533893585205078
16nn,10000000,sphere_func,0,0,3.1447000426311315e-09,0.049866624728859506,0.002660382815174461,0.0024722374141498246,269.5107493400574
16nn,1000,sphere_func,0.0,5.0,0.0010007409288604247,0.2861493699454947,0.05628555904770903,0.05097464314012765,0.08451461791992188
16nn,10000,sphere_func,0.0,5.0,8.105950249472972e-06,0.23062751194014428,0.025463275115793473,0.024077574220855397,0.22814726829528809
16nn,100000,sphere_func,0.0,5.0,1.0311122203969807e-06,0.14031294553500612,0.014789246978262232,0.01255487316409178,2.216726779937744
16nn,1000000,sphere_func,0.0,5.0,7.215877684125225e-08,0.09290334773310743,0.011001319622549214,0.008545605508543663,22.188864946365356
16nn,10000000,sphere_func,0.0,5.0,7.578069641527192e-09,0.0632576589739838,0.009933353881994601,0.007517629034368932,250.43614292144775
1nn,1000,rastrigin_func,0,0,8.576653407853244e-07,0.00025539021883833583,7.028272964457423e-05,5.352906730892645e-05,0.07731246948242188
1nn,10000000,rastrigin_func,0,0,5.428682220704049e-11,9.841141255815423e-05,1.7395577101683483e-05,1.2981888918214463e-05,252.38971638679504
1nn,100000,rastrigin_func,0,0,2.336891437002427e-09,0.00022834881478912762,4.898141639374178e-05,3.6259256144348224e-05,1.980173110961914
1nn,10000,rastrigin_func,0,0,1.5345181895726007e-08,0.00026600739814744846,6.527504041948799e-05,4.7089075867039745e-05,0.24242258071899414
1nn,1000000,rastrigin_func,0,0,3.4402250058769186e-10,0.00016420742443303332,3.0093778180891556e-05,2.237920841362201e-05,26.690685749053955
1nn,1000000,rastrigin_func,0.0,5.0,3.155363286806443e-10,0.00019361550978456922,3.427397183832771e-05,2.566704378534794e-05,25.840450286865234
1nn,100000,rastrigin_func,0.0,5.0,3.5893081041726093e-09,0.00023362494383624824,5.176460840807311e-05,3.819058305123194e-05,2.3698620796203613
1nn,1000,rastrigin_func,0.0,5.0,4.832346673027158e-07,0.00024481265413655136,7.088627750905383e-05,5.455883771946097e-05,0.07219290733337402
1nn,10000000,rastrigin_func,0.0,5.0,8.257282144063634e-12,0.00014870267435096392,2.3986129033217715e-05,1.8059414678579992e-05,274.91792035102844
1nn,10000,rastrigin_func,0.0,5.0,1.9570106194793176e-08,0.0002654108559018085,6.72613973195198e-05,4.952983212451771e-05,0.32344961166381836
1nn,10000000,rosenbrock_func,0,0,2.563637378062432e-06,116.3729638223892,9.469783129404636,9.725123307145083,311.48726177215576
1nn,10000,rosenbrock_func,0,0,0.02458491723990153,375.9983817332246,49.834088888832156,50.650830137709534,0.32431864738464355
1nn,1000000,rosenbrock_func,0,0,0.0001674547517289725,220.77477940719928,16.818888609231614,17.34310330408102,27.05062985420227
1nn,100000,rosenbrock_func,0,0,0.0018169825014024352,289.79402575586187,29.64703094370295,30.68556158067684,2.8279969692230225
1nn,1000,rosenbrock_func,0,0,0.34304390896879206,483.5107405701124,88.85558904258811,95.38602585780853,0.07987546920776367
