Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
8nn,1000000,rastrigin_func,0.0,5.0,1.3869766474217116e-07,0.1771268163581161,0.03402574020322485,0.02511269731322916,14.756324052810669
8nn,10000000,rastrigin_func,0.0,5.0,3.3766933693613055e-10,0.1120617710745504,0.017202923032916675,0.012950396128844657,136.1026782989502
8nn,10000,rosenbrock_func,0,0,1.8776586843502474e-05,0.29234292752701396,0.03007474842018632,0.03353775946896552,0.19235467910766602
8nn,100000,rosenbrock_func,0,0,2.600161385438171e-07,0.3007646064301168,0.013266889681540824,0.01630930214844958,2.1077542304992676
8nn,1000,rosenbrock_func,0,0,4.009131663610527e-05,0.2865461854604245,0.06355976252164329,0.06110167608407781,0.07008910179138184
8nn,1000000,rosenbrock_func,0,0,9.25755389361016e-09,0.12020248598544181,0.006255219565145997,0.007546866377450015,17.31294012069702
8nn,10000000,rosenbrock_func,0,0,7.160000925487964e-10,0.06821127357397105,0.0030458403946950056,0.0035950892544526917,169.9504792690277
8nn,1000,rosenbrock_func,0.0,5.0,0.0003034463025157197,0.31673080365610856,0.04958365434067164,0.051691733156962336,0.08518242835998535
8nn,10000,rosenbrock_func,0.0,5.0,1.0102364762468174e-05,0.3152893067813291,0.029793207552759167,0.03471110192956307,0.25416088104248047
8nn,100000,rosenbrock_func,0.0,5.0,4.197954354481781e-07,0.1975582050329497,0.013075142370128818,0.01588134416201111,1.7017912864685059
8nn,1000000,rosenbrock_func,0.0,5.0,1.6710605687392244e-08,0.10577076030485744,0.006155666372912224,0.007506331703965906,17.1133553981781
8nn,10000000,rosenbrock_func,0.0,5.0,3.9055931232157004e-11,0.06267879040484159,0.003194199198152681,0.0037674508728325748,164.59476947784424
8nn,1000,sphere_func,0,0,0.0003683215646153815,0.3056432441943099,0.05607048641540293,0.05411927585941724,0.06573653221130371
8nn,100000,sphere_func,0,0,5.143849717836879e-07,0.14772750645844565,0.011747229692345084,0.01065759215618633,0.8195514678955078
8nn,10000,sphere_func,0,0,7.243027446868222e-06,0.1964493749204166,0.02361630701341211,0.022099124212823423,0.09635424613952637
8nn,1000000,sphere_func,0,0,1.5774838102444733e-09,0.07097784105260563,0.005824888256763701,0.005158441524385861,8.769211769104004
8nn,10000000,sphere_func,0,0,2.4098581463682933e-09,0.04227918500550043,0.0030407657236048657,0.0026156907093047494,105.08432030677795
8nn,1000,sphere_func,0.0,5.0,0.0007819451635489028,0.3738154768059694,0.060175699447756345,0.0554864662656125,0.04674816131591797
8nn,10000,sphere_func,0.0,5.0,5.731605617453894e-06,0.14351179545227266,0.02642036430881322,0.021788421122992195,0.1356971263885498
8nn,1000000,sphere_func,0.0,5.0,1.5651670365324222e-07,0.06641172135893347,0.012041461873621703,0.009128848623159741,9.564831256866455
8nn,10000000,sphere_func,0.0,5.0,5.165305405618881e-09,0.0707061307355471,0.011002673911361545,0.008321783165318784,100.691251039505
8nn,100000,sphere_func,0.0,5.0,1.8361025614366255e-06,0.12383975957376814,0.016352523383014957,0.013023765378195166,0.7829422950744629
fnn,10000,rastrigin_func,0,0,5.7023080188955966e-05,0.38926730522830416,0.09633631465042482,0.07211370494094295,12.53763723373413
fnn,100000,rastrigin_func,0,0,1.1415621473997994e-05,0.31221167203130257,0.08049332795629363,0.05861545756585983,129.8496379852295
fnn,1000000,rastrigin_func,0,0,4.419026222723943e-08,0.27770306432591957,0.07302055426156698,0.052975714057754766,542.5008473396301
fnn,1000,rastrigin_func,0,0,0.0012758355856611336,0.510779337886499,0.12637299675191604,0.09970634891957418,2.1432101726531982
fnn,1000,rastrigin_func,0.0,5.0,0.0007318528600807062,0.37443902304734294,0.12317916636287138,0.08488824772309343,1.9041240215301514
fnn,10000,rastrigin_func,0.0,5.0,3.308074053187671e-05,0.32013610302987455,0.08897128162484547,0.06422198570096381,12.050516605377197
fnn,1000000,rastrigin_func,0.0,5.0,4.2319953652558695e-08,0.2545721191182632,0.06683592776117654,0.04829939220866735,562.6402797698975
fnn,100000,rastrigin_func,0.0,5.0,3.402240142058588e-06,0.2853222509998565,0.07610797812597955,0.055135323463505484,110.12905359268188
fnn,10000,rosenbrock_func,0,0,2.5373208664830615e-06,0.18085719868075092,0.037493764691459285,0.02744556406010911,20.30032753944397
fnn,1000000,rosenbrock_func,0,0,5.063985134001747e-09,0.012180935670371262,0.0014942393397727029,0.0013151433046667787,598.2554550170898
fnn,100000,rosenbrock_func,0,0,5.617295902288211e-06,0.0389330251560166,0.010456040928962738,0.004457622047829208,217.88489270210266
fnn,1000,rosenbrock_func,0,0,3.746849408490724e-05,0.19702459124880758,0.045487164035592324,0.04352811395813433,4.592707633972168
fnn,1000,rosenbrock_func,0.0,5.0,0.00019858271806819094,0.5738619184508399,0.12226072221628129,0.09946891550994205,1.927093267440796
fnn,10000,rosenbrock_func,0.0,5.0,6.0579236597808894e-06,0.1557359113219272,0.03370485866652369,0.025440154224439494,16.937442302703857
fnn,1000000,rosenbrock_func,0.0,5.0,1.606805835607794e-08,0.012184000790918637,0.0016044043994517718,0.001025042044099566,888.2358160018921
fnn,100000,rosenbrock_func,0.0,5.0,3.741304465711137e-07,0.019754386997997475,0.0020559079531093758,0.00177264990299836,341.79664611816406
fnn,1000000,sphere_func,0,0,2.8364534332414593e-09,0.00399992359856538,0.0006370937266582233,0.0005219362065652624,682.9929654598236
