Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
8nn,1000,rosenbrock_func,0,0,0.002719389013667836,7.646273633607835,0.5727425945664689,0.8720098653345649,0.05548858642578125
8nn,100000,rosenbrock_func,0,0,8.37817268110584e-06,6.142943160047921,0.09449861867563693,0.11790010129254111,1.6759772300720215
8nn,1000000,rosenbrock_func,0,0,1.0817441399421375e-06,3.1213260186384164,0.04627443799917818,0.04896946928234857,16.979499101638794
8nn,10000,rosenbrock_func,0,0,0.00027217668262061173,3.3929426105401097,0.22202783831507295,0.279105135113555,0.16195178031921387
8nn,10000000,rosenbrock_func,0,0,2.3047256722306737e-08,28.383225974646727,0.024264548696480294,0.035026640655799864,172.98613858222961
8nn,1000,rosenbrock_func,0.0,5.0,0.004107600743465786,11.518851453095198,0.6689314881334056,1.5207553466497534,0.06043124198913574
8nn,10000,rosenbrock_func,0.0,5.0,1.4785209664461206e-05,3.602494442060359,0.205397852824504,0.2540111248536384,0.3283224105834961
8nn,100000,rosenbrock_func,0.0,5.0,5.960546931041325e-06,3.9902792874685007,0.09380867551083406,0.10902786256595495,1.341822862625122
8nn,1000000,rosenbrock_func,0.0,5.0,6.915213296316339e-07,7.547146781294456,0.04644221838044028,0.05472869211697068,16.39148783683777
8nn,10000000,rosenbrock_func,0.0,5.0,3.6790504570132896e-08,4.297580270985391,0.024231059925828028,0.024192844635256425,166.0931510925293
8nn,1000000,sphere_func,0,0,1.0295728008451978e-07,1.9999934539155713,0.018622691217958006,0.018759107795677975,9.8738374710083
8nn,1000,sphere_func,0,0,0.00042261409722923126,1.833231019654702,0.1586569516763707,0.21247728686763784,0.04806828498840332
8nn,10000,sphere_func,0,0,1.7895775754440747e-05,0.5484369278595881,0.07198164705313129,0.06639440438536828,0.11353206634521484
8nn,10000000,sphere_func,0,0,9.211206293207572e-09,0.877680277889813,0.010014678148955822,0.008934654758658149,101.40102505683899
8nn,100000,sphere_func,0,0,5.380231762276244e-06,1.809270029520992,0.03546447034609739,0.03683149260914777,0.6626386642456055
8nn,1000,sphere_func,0.0,5.0,0.0011582269946189547,0.8499812272627665,0.16318734098885948,0.15434911922954514,0.047957420349121094
8nn,10000,sphere_func,0.0,5.0,0.0001794052029649844,1.1843786032581423,0.09165282144401152,0.09620695128010547,0.10549569129943848
8nn,1000000,sphere_func,0.0,5.0,7.696092586337466e-08,15.606054789404734,0.06110137653618754,0.11205437094268586,9.970248699188232
8nn,100000,sphere_func,0.0,5.0,1.656180476326073e-07,7.6044091646011776,0.06962989605673454,0.11594669726855414,0.9781920909881592
8nn,10000000,sphere_func,0.0,5.0,7.41385792457188e-09,25.40057069640201,0.0585251848159236,0.1153619917517976,115.68342661857605
fnn,100000,rastrigin_func,0,0,0.0003155532771117464,42.70599259936107,11.485679860412406,8.276641781822088,138.35420203208923
fnn,10000,rastrigin_func,0,0,0.020824067297098736,42.03538611390502,12.454677098904524,8.685645246428736,13.585719347000122
fnn,1000,rastrigin_func,0,0,0.09566407240743047,58.46942594718327,16.158356971173873,11.77978389623277,2.1299731731414795
fnn,1000000,rastrigin_func,0,0,3.6191175595945424e-05,46.16994957762815,11.35732532659723,8.24561570645069,1213.3026492595673
fnn,10000,rastrigin_func,0.0,5.0,0.07529033913931471,50.263404318544474,13.517054120146764,9.578181300027042,10.610902786254883
fnn,1000,rastrigin_func,0.0,5.0,0.2638233705223598,54.170697916768574,16.58344133389483,11.95584910215639,1.9941644668579102
fnn,100000,rastrigin_func,0.0,5.0,0.00044901425674481743,43.99849014557538,11.639126865021625,8.428485081628692,123.9191312789917
fnn,1000000,rastrigin_func,0.0,5.0,4.6851088129074014e-05,43.324559040267225,11.163027834958722,8.078888497035065,1698.6324608325958
fnn,100000,rosenbrock_func,0,0,0.13760249484766973,5694.984015913244,850.5705251568713,711.3818897307953,270.61090064048767
fnn,1000000,rosenbrock_func,0,0,0.00020250215675332583,5707.92750221031,684.5369261405447,620.6882878361456,708.9357509613037
fnn,1000,rosenbrock_func,0,0,552.8645945126409,83895.14783803408,29884.354528408097,19633.249946194006,2.0700361728668213
fnn,10000,rosenbrock_func,0,0,7.267028383675324,44254.499439311236,8696.496138936722,6196.601924432091,25.176015377044678
fnn,1000,rosenbrock_func,0.0,5.0,339.48715838056523,107933.54399173285,27825.63458451609,21075.601403057102,1.978816032409668
fnn,1000000,rosenbrock_func,0.0,5.0,0.009675293069449253,2846.7587846290553,326.88626572592335,263.65780563711735,873.6387917995453
fnn,100000,rosenbrock_func,0.0,5.0,0.01438881213471177,4970.055327078182,773.260808120196,613.7746527860617,279.4139220714569
fnn,10000,rosenbrock_func,0.0,5.0,9.593354874814395,35681.178823432245,10110.817307155232,6843.548632274296,15.277170658111572
fnn,1000,sphere_func,0,0,0.07060480624287635,39.649350949329346,12.450816096459352,9.272514134875559,2.0066182613372803
fnn,10000,sphere_func,0,0,0.0009099086863031403,7.126804844917061,0.8080279953509064,0.6464809731186715,31.018031120300293
fnn,1000000,sphere_func,0,0,1.929630286667816e-07,1.0243172692425304,0.27357657556826537,0.16042698601442956,514.4527885913849
fnn,100000,sphere_func,0,0,2.6389163370055257e-05,1.602394917710015,0.27490779354513034,0.17498362296105044,333.7936701774597
fnn,1000,sphere_func,0.0,5.0,0.04415330657643324,41.097045510719155,14.23703491305315,9.965111259025006,2.6850273609161377
